url,isin,name,ticker,full_name,president,province,address,phone,fax,website,email,debut_date,issued_shares,market_cap_mln,book_value_mln,price_to_book,pe_ratio,dividend_yield_percent,index_membership,last_price,change,bid,ask,min_price,max_price,volume,turnover_value,debut_price,max_52w,min_52w,market_segment,sector
https://www.gpw.pl/spolka?isin=PLBMBIT00010,PLBMBIT00010,BOOMBIT,BBT,BOOMBIT SPÓŁKA AKCYJNA,Marcin Olejarz,pomorskie,UL. ZACNA 2  80-283  GDAŃSK,+48 504 210 022,,www.boombit.com,office@boombit.com,6.2019,13 640 000,"94,39","73,65","1,28","27,10",---,"['WIG-gry', 'WIG-Poland', 'WIG']","6,9200","0,14 (+2.06%)","6,7200","6,9200","6,5600","6,9400",1 720,"11 707,00","20,0000 (2019-06-10)","11,5000 (2024-07-31)","6,5000 (2025-04-07)",Podstawowy,Gry
https://www.gpw.pl/spolka?isin=PLBMDLB00018,PLBMDLB00018,SNTVERSE,SVE,SYNTHAVERSE SPÓŁKA AKCYJNA,Mieczysław Starkowicz,lubelskie,UL. UNIWERSYTECKA 10  20-029  LUBLIN,(81) 533 82 21 (do 25),(81) 5338060,www.synthaverse.pl,info@synthaverse.pl,7.2011,70 770 575,"355,27","120,93","2,94","48,00",---,"['WIGmed', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-leki', 'WIG-Poland', 'sWIG80', 'WIG']","5,0200","-0,01 (-0.20%)","5,0200","5,0400","4,9700","5,0500",64 157,"322 050,51","4,8000 (2011-07-29)","5,7000 (2025-05-20)","4,0000 (2024-12-13)",Podstawowy,Produkcja leków
https://www.gpw.pl/spolka?isin=PLBMECH00012,PLBMECH00012,BUMECH,BMC,BUMECH SPÓŁKA AKCYJNA,Tomasz Dera,śląskie,UL. KRAKOWSKA 191  40-389  KATOWICE,(32) 789 38 50,(32) 7893851,www.bumech.pl,sekretariat@bumech.pl,2.2009,14 931 608,"124,98","-419,91",x,x,---,"['WIGind', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","8,3700","-0,07 (-0.83%)","8,3700","8,4400","8,3700","8,4800",1 934,"16 246,57","165,0000 (2009-02-05)","14,3000 (2024-08-28)","6,5000 (2024-12-23)",Równoległy,urządzenia mechaniczne
https://www.gpw.pl/spolka?isin=PLBNFTS00018,PLBNFTS00018,BENEFIT,BFT,BENEFIT SYSTEMS SPÓŁKA AKCYJNA,,mazowieckie,PLAC EUROPEJSKI 2  00-844  WARSZAWA,(22) 242 40 00,(22) 8317920,www.benefitsystems.pl,ir@benefitsystems.pl,4.2011,3 275 742,"10 154,80","1 251,67","8,11","24,50",---,"['GPWB-CENTR', 'WIG140', 'CEEplus', 'mWIG40TR', 'WIG-Poland', 'mWIG40', 'WIG']","3 100,0000","45,00 (+1.47%)","3 100,0000","3 125,0000","3 055,0000","3 145,0000",4 662,"14 453 500,00","122,0000 (2011-04-21)","3&nbsp;505,0000 (2025-05-28)","2&nbsp;350,0000 (2024-11-05)",Równoległy,rekreacja i wypoczynek - pozostałe
https://www.gpw.pl/spolka?isin=PLBOS0000019,PLBOS0000019,BOS,BOS,BANK OCHRONY ŚRODOWISKA SPÓŁKA AKCYJNA,Bartosz Krzysztof Kublik,mazowieckie,UL. ŻELAZNA 32  00-832  WARSZAWA,(22) 850 88 05; 850 87 20,(22) 8508888; 8508895,www.bosbank.pl,bos@bosbank.plrelacje.inwestorskie@bosbank.pl,2.1997,92 947 671,"948,07","2 260,73","0,42","20,80",---,"['GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-Poland', 'WIG-banki', 'sWIG80', 'WIG']","10,2000","0,04 (+0.39%)","10,1200","10,2000","10,1200","10,2400",19 179,"195 105,24","48,0000 (1997-02-03)","14,5000 (2024-06-28)","9,6600 (2024-12-27)",Podstawowy,banki komercyjne
https://www.gpw.pl/spolka?isin=PLBOWM000019,PLBOWM000019,BOWIM,BOW,BOWIM SPÓŁKA AKCYJNA,,śląskie,UL. NIWECKA 1E  41-200  SOSNOWIEC,(32) 392 93 00,(32) 3929380,www.bowim.pl,firma@bowim.pl,1.2012,19 514 647,"93,28","304,63","0,31",x,"1,80","['WIG-Poland', 'WIG']","4,7800","0,01 (+0.21%)","4,7200","4,7400","4,6900","4,7900",4 297,"20 307,10","10,5000 (2012-01-25)","6,6900 (2024-07-01)","3,6200 (2024-12-30)",Równoległy,wyroby hutnicze
https://www.gpw.pl/spolka?isin=PLBRE0000012,PLBRE0000012,MBANK,MBK,MBANK SPÓŁKA AKCYJNA,Cezary Kocik,mazowieckie,UL. PROSTA 18  00-850  WARSZAWA,22 829 00 00,22 8290033,www.mbank.pl,biuromaklerskie@mbank.plbnzzp@mbank.plkontakt@mbank.plrelacje.inwestorskie@mbank.pl,10.1992,42 525 841,"32 915,00","17 048,74","1,93","12,30",---,"['GPWB-CENTR', 'WIG140', 'CEEplus', 'WIG30TR', 'WIG30', 'WIG20TR', 'WIG-Poland', 'WIG-banki', 'WIG20', 'WIG']","774,0000","2,80 (+0.36%)","766,4000","774,0000","765,8000","778,0000",12 458,"9 623 347,60","4,0600 (1992-10-06)","868,6000 (2025-04-24)","530,0000 (2024-11-28)",Podstawowy,banki komercyjne
https://www.gpw.pl/spolka?isin=PLBRN2400013,PLBRN2400013,BRAND24,B24,BRAND 24 SPÓŁKA AKCYJNA,Michał Sadowski,dolnośląskie,UL. STRZEGOMSKA 138  54-429  WROCŁAW,+48 71 750 91 71,+48 71 750 91 73,www.brand24.pl,investors@brand24.com,1.2018,2 266 774,"126,49","12,57","10,06","182,70",---,"['WIG-Poland', 'WIG-informatyka', 'WIG']","55,8000","2,80 (+5.28%)","54,0000","55,8000","52,2000","56,4000",3 052,"162 833,60","47,8000 (2018-01-30)","55,8000 (2025-06-27)","45,7000 (2024-09-27)",Podstawowy,oprogramowanie
https://www.gpw.pl/spolka?isin=PLBRSTR00014,PLBRSTR00014,BRASTER,BRA,BRASTER SPÓŁKA AKCYJNA,Dariusz Karolak,mazowieckie,SZELIGI UL. CICHY OGRÓD 7  05-850  OŻARÓW MAZOWIECKI,(22) 295 03 50,(22) 2950351,www.braster.eu,braster@braster.euinwestorzy@braster.eu,12.2012,29 383 298,"17,04","-5,05",x,x,---,[],"0,5800","0,00 (0.00%)","0,0000","0,0000","0,0000","0,0000",0,"0,00","14,8700 (2012-12-20)","0,5800 (2025-06-27)","0,5800 (2024-06-28)",Równoległy,Sprzęt i materiały medyczne
https://www.gpw.pl/spolka?isin=PLBRSZW00011,PLBRSZW00011,BORYSZEW,BRS,BORYSZEW SPÓŁKA AKCYJNA,Wojciech Kowalczyk,mazowieckie,ALEJE JEROZOLIMSKIE 92  00-807  WARSZAWA,(46) 863 02 01; (22) 658 65 68,(46) 8630096; (22) 6597527,www.boryszew.com.pl,info@boryszew.com,5.1996,240 000 000,"1 627,20","1 575,43","1,03","14,80","4,40","['WIGdivplus', 'WIGind', 'WIG140', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","6,7800","0,02 (+0.30%)","6,7800","6,8000","6,6600","6,8400",65 912,"445 320,94","7,4000 (1996-05-20)","7,2800 (2025-06-23)","3,7600 (2025-03-31)",Podstawowy,hutnictwo metali nieżelaznych
https://www.gpw.pl/spolka?isin=PLBSK0000017,PLBSK0000017,INGBSK,ING,ING BANK ŚLĄSKI SPÓŁKA AKCYJNA,Michał Bolesławski,śląskie,UL. SOKOLSKA 34  40-086  KATOWICE,,,www.ing.pl,bc@ingbank.plinvestor@ing.pl,1.1994,130 100 000,"40 135,85","18 809,00","2,13","9,10","8,20","['GPWB-CENTR', 'WIG140', 'CEEplus', 'mWIG40TR', 'WIG-Poland', 'WIG-banki', 'mWIG40', 'WIG']","308,5000","-4,00 (-1.28%)","306,5000","308,5000","305,0000","313,0000",14 917,"4 605 848,00","67,5000 (1994-01-25)","340,0000 (2025-04-23)","227,0000 (2024-11-27)",Podstawowy,banki komercyjne
https://www.gpw.pl/spolka?isin=PLBTCOM00016,PLBTCOM00016,BETACOM,BCM,BETACOM SPÓŁKA AKCYJNA,Robert Fręchowicz,mazowieckie,UL. POŁCZYŃSKA 31A  01-377  WARSZAWA,(22) 533 98 88,(22) 5339899,www.betacom.com.pl,gpw@betacom.com.plbetacom@betacom.com.pl,3.2004,4 040 000,"19,07","20,37","0,94","11,00","6,40","['INNOVATOR', 'WIG-Poland', 'WIG-informatyka', 'WIG']","4,7200","0,00 (0.00%)","4,6200","4,7200","4,6200","4,7200",2 702,"12 568,44","14,5000 (2004-03-19)","6,0000 (2024-06-28)","3,9800 (2024-08-02)",Podstawowy,oprogramowanie
https://www.gpw.pl/spolka?isin=PLBUDMX00013,PLBUDMX00013,BUDIMEX,BDX,BUDIMEX SPÓŁKA AKCYJNA,Artur Popko,mazowieckie,UL. SIEDMIOGRODZKA 9  01-204  WARSZAWA,(022) 623 60 00,(22) 6236001,www.budimex.pl,info@budimex.pl,5.1995,25 530 098,"14 210,05","1 345,36","10,56","23,30","4,60","['WIGdivplus', 'GPWB-CENTR', 'WIG140', 'INNOVATOR', 'CEEplus', 'WIG30TR', 'WIG30', 'WIG20TR', 'WIGdiv', 'WIG-Poland', 'WIG-budownictwo', 'WIG20', 'WIG']","556,6000","-4,80 (-0.86%)","556,6000","556,8000","550,4000","565,8000",48 010,"26 753 786,40","9,5000 (1995-05-25)","700,0000 (2024-07-04)","440,4000 (2024-12-17)",Podstawowy,budownictwo ogólne
https://www.gpw.pl/spolka?isin=PLBZ00000044,PLBZ00000044,SANPL,SPL,SANTANDER BANK POLSKA SPÓŁKA AKCYJNA,Michał Gajewski,mazowieckie,AL. JANA PAWŁA II 17  00-854  WARSZAWA,,,www.santander.pl,rzecznik.prasowy@bzwbk.plbiuro.prasowe@bzwbk.plkontakt@santanderbankpolska.pl,6.2001,102 189 314,"49 255,25","34 579,17","1,42","9,20","9,60","['WIGdivplus', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'WIG30TR', 'WIG30', 'WIG20TR', 'WIG-Poland', 'WIG-banki', 'WIG20', 'WIG']","482,0000","9,00 (+1.90%)","481,9000","482,0000","472,5000","488,0000",80 408,"38 637 588,70","43,7000 (2001-06-25)","621,0000 (2025-04-25)","437,2000 (2024-11-29)",Podstawowy,banki komercyjne
https://www.gpw.pl/spolka?isin=PLCAMMD00032,PLCAMMD00032,LARQ,LRQ,LARQ SPÓŁKA AKCYJNA,Wojciech Byj,mazowieckie,UL. TAMKA 16/U4  00-349  WARSZAWA,(22) 828 08 85,(22) 8280886,www.larq.pl,biuro@larq.pl,6.2008,13 482 722,"24,00","53,36","0,45",x,---,"['WIG-Poland', 'WIG-media', 'WIG']","1,7800","-0,02 (-1.11%)","1,6000","1,8400","1,7200","1,7800",3 125,"5 403,57","10,7000 (2008-06-02)","2,2400 (2025-02-27)","1,5700 (2024-12-20)",Podstawowy,reklama i marketing
https://www.gpw.pl/spolka?isin=PLCCC0000016,PLCCC0000016,CCC,CCC,CCC SPÓŁKA AKCYJNA,Dariusz Miłek,dolnośląskie,UL. STREFOWA 6  59-101  POLKOWICE,(76) 845 84 00,(76) 8458431,www.ccc.eu,ccc@ccc.eu,12.2004,77 025 894,"15 605,45","2 293,70","6,80","15,70",---,"['GPWB-CENTR', 'WIG140', 'INNOVATOR', 'CEEplus', 'WIG-odzież', 'WIG30TR', 'WIG30', 'WIG20TR', 'WIG-Poland', 'WIG20', 'WIG']","202,6000","6,85 (+3.50%)","202,5000","202,6000","196,5000","206,1000",675 068,"137 358 630,70","9,9500 (2004-12-02)","244,5000 (2025-04-29)","114,5000 (2024-07-02)",Podstawowy,odzież i obuwie
https://www.gpw.pl/spolka?isin=PLCDRL000043,PLCDRL000043,CDRL,CDL,CDRL SPÓŁKA AKCYJNA,Marek Dworczak,wielkopolskie,PIANOWO. UL. KWIATOWA 2  64-000  KOŚCIAN,(65) 511 87 00,(65) 5118701,www.cdrl.pl,info@coccodrillo.pl,12.2014,6 012 522,"62,53","90,30","0,69","5,50",---,"['WIG-odzież', 'WIG-Poland', 'WIG']","10,4000","0,20 (+1.96%)","9,7500","10,2000","10,4000","10,4000",2,"20,80","18,4000 (2014-12-10)","14,5000 (2024-06-28)","9,7500 (2025-06-23)",Podstawowy,odzież i obuwie
https://www.gpw.pl/spolka?isin=PLCELPD00013,PLCELPD00013,CELTIC,CPD,CPD SPÓŁKA AKCYJNA,Rafał Kijonka,mazowieckie,UL. SZARA 10  00-420  WARSZAWA,(22) 321 05 00,(22) 3210501,www.cpdsa.pl,info@cpdsa.pl,12.201,5 373 093,"27,94","-1,14",x,x,---,"['WIG-Poland', 'WIG-nieruchomości', 'WIG']","5,2000","0,00 (0.00%)","5,0200","5,1000","5,0000","5,5400",59 695,"312 138,22","49,9900 (2010-12-23)","6,7000 (2025-06-05)","1,5000 (2025-01-03)",Równoległy,wynajem nieruchomości
https://www.gpw.pl/spolka?isin=PLCFRPT00013,PLCFRPT00013,CYFRPLSAT,CPS,CYFROWY POLSAT SPÓŁKA AKCYJNA,Mirosław Błaszczyk,mazowieckie,UL. ŁUBINOWA 4A  03-878  WARSZAWA,(022) 356-60-00,(22) 3566003,www.grupapolsat.pl,ir@cyfrowypolsat.pl,5.2008,639 546 016,"11 313,57","16 191,50","0,70","18,50",---,"['GPWB-CENTR', 'WIG140', 'WIGtechTR', 'CEEplus', 'mWIG40TR', 'WIG30TR', 'WIG30', 'WIG-Poland', 'mWIG40', 'WIG']","17,6900","0,52 (+3.03%)","17,6500","17,6900","17,1700","17,6900",666 432,"11 608 875,35","13,1400 (2008-05-06)","19,0000 (2025-05-07)","11,3700 (2024-07-16)",Podstawowy,Telekomunikacja
https://www.gpw.pl/spolka?isin=PLCLDTC00019,PLCLDTC00019,CLOUD,CLD,CLOUD TECHNOLOGIES SPÓŁKA AKCYJNA,Piotr Prajsnar,mazowieckie,UL. ŻEROMSKIEGO 7  05-075  WARSZAWA,(22) 629 15 41,(22) 6291541,www.cloudtechnologies.pl,biuro@cloudtechnologies.pl,5.2012,5 000 000,"239,50","86,43","2,77","22,50","2,40","['WIG-Poland', 'WIG']","47,9000","0,20 (+0.42%)","46,3000","47,9000","47,7000","47,9000",42,"2 005,60","1,8600 (2012-05-18)","76,2000 (2024-06-28)","38,3000 (2025-04-09)",Podstawowy,Nowe technologie
https://www.gpw.pl/spolka?isin=PLCLNPH00015,PLCLNPH00015,CLNPHARMA,CLN,CELON PHARMA SPÓŁKA AKCYJNA,Maciej Wieczorek,mazowieckie,UL.OGRODOWA 2A  05-092  ŁOMIANKI/KIEŁPIN,(22) 751 59 33,(22) 7514458,www.celonpharma.com,info@celonpharma.comsekretariat@celonpharma.com,12.2016,53 856 500,"1 206,39","419,53","2,88",x,"0,30","['WIGmed', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'mWIG40TR', 'WIG-leki', 'WIGdiv', 'WIG-Poland', 'mWIG40', 'WIG']","22,4000","0,40 (+1.82%)","22,1500","22,4000","21,6000","22,5500",19 285,"427 667,85","22,2800 (2016-12-01)","32,3000 (2024-10-18)","15,6400 (2024-06-28)",Podstawowy,Produkcja leków
https://www.gpw.pl/spolka?isin=PLCMP0000017,PLCMP0000017,COMP,CMP,COMP SPÓŁKA AKCYJNA,Robert Tomaszewski,mazowieckie,UL. JUTRZENKI 116  02-230  WARSZAWA,(22) 570 38 00,(22) 6626371,www.comp.com.pl,info@comp.com.pl,1.2005,4 518 319,"1 079,88","445,78","2,42","26,00",---,"['GPWB-CENTR', 'WIG140', 'WIGtechTR', 'CEEplus', 'sWIG80TR', 'WIG-Poland', 'WIG-informatyka', 'sWIG80', 'WIG']","239,0000","3,00 (+1.27%)","234,0000","239,0000","231,0000","239,0000",3 056,"720 385,00","43,0000 (2005-01-14)","242,0000 (2025-06-20)","102,0000 (2024-08-07)",Podstawowy,oprogramowanie
https://www.gpw.pl/spolka?isin=PLCMPLD00016,PLCMPLD00016,SYGNITY,SGN,SYGNITY SPÓŁKA AKCYJNA,Maciej Różycki,mazowieckie,UL. POSTĘPU 17 B  02-676  WARSZAWA,(22) 290 88 00,(22) 2908801,www.sygnity.pl,inwestorzy@sygnity.plbiuro_zarzadu@sygnity.pl,10.1995,22 759 947,"2 640,15","292,79","9,02","41,50",---,"['WIG140', 'WIGtechTR', 'sWIG80TR', 'WIG-Poland', 'WIG-informatyka', 'sWIG80', 'WIG']","116,0000","-0,50 (-0.43%)","113,5000","116,0000","112,0000","117,0000",5 581,"644 441,00","12,0000 (1995-10-27)","116,5000 (2025-06-26)","52,8000 (2024-08-05)",Podstawowy,systemy informatyczne
https://www.gpw.pl/spolka?isin=PLCMRAY00029,PLCMRAY00029,CORMAY,CRM,PZ CORMAY SPÓŁKA AKCYJNA,Flavio Finotello,mazowieckie,UL. WIOSENNA 22  05-092  ŁOMIANKI,(22) 751 79 10,(22) 7517911,www.cormay.pl,office@cormay.pl,11.2008,84 205 008,"43,62","50,04","0,87",x,---,"['WIGmed', 'WIG-leki', 'WIG-Poland', 'WIG']","0,5180","0,00 (+0.78%)","0,5120","0,5180","0,5100","0,5180",8 793,"4 522,45","1,7000 (2008-11-07)","0,5900 (2025-04-28)","0,3600 (2024-12-23)",Równoległy,Produkcja leków
https://www.gpw.pl/spolka?isin=PLCNTSL00014,PLCNTSL00014,COGNOR,COG,COGNOR HOLDING SPÓŁKA AKCYJNA,Przemysław Sztuczkowski,śląskie,UL. ZIELONA 26  42-360  PORAJ,(34) 316 01 10; 316 01 25(40),(34) 3160111,www.cognor.pl,biuro.gdansk@cognor.eu,3.1997,171 420 663,"1 278,80","1 088,35","1,17",x,---,"['WIGind', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","7,4600","0,08 (+1.08%)","7,4600","7,4700","7,3200","7,4600",30 313,"224 338,86","6,5000 (1997-03-19)","8,8200 (2024-07-02)","5,0000 (2024-11-18)",Podstawowy,hutnictwo żelaza i stali
https://www.gpw.pl/spolka?isin=PLCOMPR00010,PLCOMPR00010,COMPERIA,CPL,COMPERIA.PL SPÓŁKA AKCYJNA,Szymon Fiecek,mazowieckie,UL. KONSTRUKTORSKA 13  02-673  WARSZAWA,(22) 642 91 19,(22)3955277,www.comperia.pl,biuro@comperia.pl,12.2011,3 539 547,"16,99","14,83","1,15",x,---,"['WIG-Poland', 'WIG-media', 'WIG']","4,8000","0,00 (0.00%)","4,6000","4,8000","4,6000","4,8000",2 001,"9 404,80","11,1000 (2011-12-05)","6,4500 (2025-02-19)","3,3600 (2024-11-25)",Równoległy,portale internetowe
https://www.gpw.pl/spolka?isin=PLCPTLP00015,PLCPTLP00015,CAPITAL,CPA,CAPITAL PARTNERS SPÓŁKA AKCYJNA W LIKWIDACJI,Paweł Bala,mazowieckie,UL. MARSZAŁKOWSKA 126/134  00-008  WARSZAWA,(22) 330 68 80,(22) 3306881,www.c-p.pl,biuro@c-p.pl,8.2004,9 000 000,"2,09","0,47","4,46",x,---,[],"0,2320","0,00 (+0.87%)","0,2300","0,2300","0,2300","0,2320",21 787,"5 031,01","21,8000 (2004-08-20)","0,8000 (2024-08-06)","0,1100 (2024-12-23)",Podstawowy,Działalność inwestycyjna
https://www.gpw.pl/spolka?isin=PLCPTRT00014,PLCPTRT00014,CAPTORTX,CTX,CAPTOR THERAPEUTICS SPÓŁKA AKCYJNA,Michał Walczak,dolnośląskie,UL. DUŃSKA 11  54-427  WROCŁAW,+48 537 869 089,,www.captortherapeutics.com,info@captortherapeutics.com,4.2021,5 528 709,"180,79","54,14","3,34",x,---,"['WIGmed', 'WIG140', 'WIGtechTR', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","32,7000","0,80 (+2.51%)","32,3000","32,8000","31,6000","32,7000",9 362,"302 187,90","171,9800 (2021-04-19)","83,0000 (2024-08-01)","31,4000 (2025-06-03)",Podstawowy,Biotechnologia
https://www.gpw.pl/spolka?isin=PLCRPJR00019,PLCRPJR00019,CREEPYJAR,CRJ,CREEPY JAR SPÓŁKA AKCYJNA,Krzysztof Maciej Kwiatek,mazowieckie,UL. CZŁUCHOWSKA 9  01-360  WARSZAWA,22 3000 825,22 3000 826,www.creepyjar.com,office@creepyjar.com,8.2018,699 364,"317,51","113,25","2,80","18,10","2,50","['WIGdivplus', 'WIG140', 'WIG-gry', 'WIGtechTR', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","454,0000","22,00 (+5.09%)","454,0000","455,0000","430,0000","465,0000",1 331,"599 111,00","98,7800 (2018-08-06)","548,0000 (2024-07-05)","241,0000 (2024-12-05)",Podstawowy,Gry
https://www.gpw.pl/spolka?isin=PLCRTCH00017,PLCRTCH00017,CREOTECH,CRI,CREOTECH INSTRUMENTS SPÓŁKA AKCYJNA,Grzegorz Brona,mazowieckie,UL. JANA PAWŁA II 66  05-500  PIASECZNO,+48 222 464 575,+48 22 233 10 27,www.creotech.pl,kontakt@creotech.plinwestor@creotech.pl,10.2021,2 854 347,"813,49","145,18","5,60",x,---,"['WIG140', 'WIGtechTR', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","285,0000","-2,00 (-0.70%)","284,0000","285,0000","284,0000","293,0000",2 104,"606 359,00","73,8500 (2021-10-12)","311,0000 (2025-05-12)","125,0000 (2024-10-21)",Podstawowy,Nowe technologie
https://www.gpw.pl/spolka?isin=PLCRWTR00022,PLCRWTR00022,CZTOREBKA,CZT,CZERWONA TOREBKA SPÓŁKA AKCYJNA,Mateusz Świtalski,wielkopolskie,UL. PIEKARY 7  61-823  POZNAŃ,(61) 623 28 00,(61) 6232853,www.czerwonatorebka.pl,sekretariat@czerwonatorebka.pl,2.2013,75 026 066,"34,51","99,73","0,35",x,---,[],"0,4600","-0,04 (-7.63%)","0,4500","0,4600","0,4500","0,4600",9 202,"4 177,92","12,4300 (2013-02-20)","0,6200 (2024-08-13)","0,4000 (2024-12-17)",Podstawowy,wynajem nieruchomości
https://www.gpw.pl/spolka?isin=PLCSPAM00017,PLCSPAM00017,CASPAR,CSR,CASPAR ASSET MANAGEMENT SPÓŁKA AKCYJNA,Hanna Kijanowska,wielkopolskie,UL.PÓŁWIEJSKA 32/(5 PIĘTRO)  61-888  POZNAŃ,(61) 855 16 14,(61) 8551614 wew.11,www.caspar.com.pl,caspar@casparam.pl,12.2011,9 861 865,"55,23","27,68","2,00","25,50","3,80",[],"5,6000","0,00 (0.00%)","5,3000","5,6000","5,6000","5,6000",2,"11,20","10,0200 (2011-12-08)","8,6500 (2024-09-23)","5,2500 (2025-04-23)",Równoległy,zarządzanie aktywami
https://www.gpw.pl/spolka?isin=PLCTINT00018,PLCTINT00018,CIGAMES,CIG,CI GAMES SPÓŁKA EUROPEJSKA,Marek Tymiński,mazowieckie,UL. RONDO DASZYŃSKIEGO 2 B  00-843  WARSZAWA,(22) 718 35 00,(22) 7183501,www.cigames.com,info@cigames.com,12.2007,190 824 880,"429,36","153,84","2,79",x,---,"['GPWB-CENTR', 'WIG140', 'WIG-gry', 'WIGtechTR', 'CEEplus', 'WIG.GAMES5', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","2,2500","0,01 (+0.45%)","2,2250","2,2500","2,2100","2,2550",124 949,"280 045,49","0,9000 (2007-12-28)","2,4200 (2025-05-28)","1,2200 (2024-12-17)",Równoległy,Gry
https://www.gpw.pl/spolka?isin=PLCVTNH00040,PLCVTNH00040,CAVATINA,CAV,CAVATINA HOLDING SPÓŁKA AKCYJNA,Rafał Malarz,małopolskie,UL. WIELICKA 20  30-552  KRAKÓW,+ 48 33 333 91 10,+ 48 33 333 91 10,www.cavatina.pl,ir.contact@cavatina.pl,8.2021,25 426 034,"411,90","1 182,61","0,35","50,30",---,"['WIG-Poland', 'WIG-nieruchomości', 'WIG']","16,2000","0,20 (+1.25%)","16,0000","16,2000","16,0000","16,3500",1 222,"19 586,25","24,2400 (2021-08-11)","17,9000 (2025-01-22)","12,2000 (2024-10-16)",Podstawowy,wynajem nieruchomości
https://www.gpw.pl/spolka?isin=PLDADEL00013,PLDADEL00013,DADELO,DAD,DADELO SPÓŁKA AKCYJNA,Ryszard Zawieruszyński,kujawsko-pomorskie,UL. PODLEŚNA 17  85-145  BYDGOSZCZ,+48 52 582 22 22,,www.dadelo.pl,info@dadelo.pl,3.2021,11 673 525,"466,94","120,98","3,86","36,00",---,"['WIG-Poland', 'WIG']","40,0000","0,50 (+1.27%)","39,8000","40,0000","39,2000","40,5000",30 090,"1 206 801,70","19,6000 (2021-03-12)","41,6000 (2025-06-24)","19,3000 (2024-12-20)",Podstawowy,Handel internetowy
https://www.gpw.pl/spolka?isin=PLDBENR00017,PLDBENR00017,DBENERGY,DBE,DB ENERGY SPÓŁKA AKCYJNA,Piotr Danielski,dolnośląskie,AL. ARMII KRAJOWEJ 45  50-541  WROCŁAW,71 337 13 25,71 337 13 26,www.dbenergy.pl,biuro@dbenergy.pl,7.2019,3 476 460,"43,46","25,71","1,69",x,---,"['WIG-Poland', 'WIG-budownictwo', 'WIG']","12,5000","0,15 (+1.21%)","12,0000","12,3500","12,4000","12,6000",203,"2 537,25","10,8000 (2019-07-09)","17,9500 (2025-01-03)","6,8000 (2024-10-31)",Równoległy,instalacje budowlane i telekomunikacyjne
https://www.gpw.pl/spolka?isin=PLDEBCA00016,PLDEBCA00016,DEBICA,DBC,FIRMA OPONIARSKA DĘBICA SPÓŁKA AKCYJNA,Ireneusz Maksymiuk,podkarpackie,UL. 1-GO MAJA 1  39-200  DĘBICA,(14) 670-28-31; 670-04-91,(14) 6217568,www.debica.com.pl,arleta_szczygiel@goodyear.com,11.1994,13 802 750,"1 145,63","1 409,92","0,81","6,10","12,40",[],"83,0000","0,10 (+0.12%)","82,6000","83,0000","82,5000","84,0000",1 680,"139 661,10","13,2000 (1994-11-24)","102,5000 (2024-07-15)","78,4000 (2024-11-26)",Podstawowy,części samochodowe
https://www.gpw.pl/spolka?isin=PLDECOR00013,PLDECOR00013,DECORA,DCR,DECORA SPÓŁKA AKCYJNA,Waldemar Osuch,wielkopolskie,UL. IGNACEGO PRĄDZYŃSKIEGO 24 A  63-000  ŚRODA WIELKOPOLSKA,(61) 286 42 00,(61) 2864223,www.decora.pl,office@decora.pl,6.2005,10 547 063,"810,01","373,05","2,17","10,30","5,20","['WIGdivplus', 'WIG140', 'sWIG80TR', 'WIGdiv', 'WIG-Poland', 'WIG-budownictwo', 'sWIG80', 'WIG']","76,8000","1,20 (+1.59%)","74,8000","76,8000","74,8000","76,8000",453,"34 180,40","23,6000 (2005-06-21)","81,8000 (2025-02-06)","50,0000 (2024-08-06)",Podstawowy,materiały budowlane
https://www.gpw.pl/spolka?isin=PLDEKPL00032,PLDEKPL00032,DEKPOL,DEK,DEKPOL SPÓŁKA AKCYJNA,Mariusz Tuchlin,pomorskie,UL. GAJOWA 31  83-251  PINCZYN,(58) 560 10 60,(58) 5601061,www.dekpol.pl,dekpol@dekpol.pl,2.2015,8 362 549,"520,15","655,55","0,79","5,10","3,80","['WIG-Poland', 'WIG-budownictwo', 'WIG']","62,2000","-0,60 (-0.96%)","62,2000","62,8000","61,0000","63,0000",1 117,"69 628,20","15,1900 (2015-02-06)","65,0000 (2024-07-09)","41,2000 (2024-12-19)",Równoległy,budownictwo - pozostałe
